#UniProt1 UniProt2 pdbhit1 pdbhit2 identity1 identity2
P05496 Q06055 6rdu_K 6rdu_M 43.0 57.9
P05496 Q06055 6rdu_K 6rdu_L 43.0 57.9
P05496 Q06055 6rdu_K 6rdu_S 43.0 57.9
P05496 Q06055 6rdu_K 6rdu_T 43.0 57.9
P05496 Q06055 6rdu_M 6rdu_K 43.0 57.9
P05496 Q06055 6rdu_M 6rdu_L 43.0 57.9
P05496 Q06055 6rdu_M 6rdu_O 43.0 57.9
P05496 Q06055 6rdu_M 6rdu_N 43.0 57.9
P05496 Q06055 6rdu_L 6rdu_K 43.0 57.9
P05496 Q06055 6rdu_L 6rdu_M 43.0 57.9
P05496 Q06055 6rdu_L 6rdu_N 43.0 57.9
P05496 Q06055 6rdu_L 6rdu_T 43.0 57.9
P05496 Q06055 6rdu_O 6rdu_M 43.0 57.9
P05496 Q06055 6rdu_O 6rdu_N 43.0 57.9
P05496 Q06055 6rdu_O 6rdu_Q 43.0 57.9
P05496 Q06055 6rdu_O 6rdu_P 43.0 57.9
P05496 Q06055 6rdu_N 6rdu_M 43.0 57.9
P05496 Q06055 6rdu_N 6rdu_L 43.0 57.9
P05496 Q06055 6rdu_N 6rdu_O 43.0 57.9
P05496 Q06055 6rdu_N 6rdu_P 43.0 57.9
P05496 Q06055 6rdu_Q 6rdu_O 43.0 57.9
P05496 Q06055 6rdu_Q 6rdu_P 43.0 57.9
P05496 Q06055 6rdu_Q 6rdu_S 43.0 57.9
P05496 Q06055 6rdu_Q 6rdu_R 43.0 57.9
P05496 Q06055 6rdu_P 6rdu_O 43.0 57.9
P05496 Q06055 6rdu_P 6rdu_N 43.0 57.9
P05496 Q06055 6rdu_P 6rdu_Q 43.0 57.9
P05496 Q06055 6rdu_P 6rdu_R 43.0 57.9
P05496 Q06055 6rdu_S 6rdu_K 43.0 57.9
P05496 Q06055 6rdu_S 6rdu_Q 43.0 57.9
P05496 Q06055 6rdu_S 6rdu_R 43.0 57.9
P05496 Q06055 6rdu_S 6rdu_T 43.0 57.9
P05496 Q06055 6rdu_R 6rdu_Q 43.0 57.9
P05496 Q06055 6rdu_R 6rdu_P 43.0 57.9
P05496 Q06055 6rdu_R 6rdu_S 43.0 57.9
P05496 Q06055 6rdu_R 6rdu_T 43.0 57.9
P05496 Q06055 6rdu_T 6rdu_K 43.0 57.9
P05496 Q06055 6rdu_T 6rdu_L 43.0 57.9
P05496 Q06055 6rdu_T 6rdu_S 43.0 57.9
P05496 Q06055 6rdu_T 6rdu_R 43.0 57.9
P05496 Q06055 6rdv_A 6rdv_C 43.0 57.9
P05496 Q06055 6rdv_A 6rdv_B 43.0 57.9
P05496 Q06055 6rdv_A 6rdv_I 43.0 57.9
P05496 Q06055 6rdv_A 6rdv_J 43.0 57.9
P05496 Q06055 6rdv_C 6rdv_A 43.0 57.9
P05496 Q06055 6rdv_C 6rdv_B 43.0 57.9
P05496 Q06055 6rdv_C 6rdv_E 43.0 57.9
P05496 Q06055 6rdv_C 6rdv_D 43.0 57.9
P05496 Q06055 6rdv_B 6rdv_A 43.0 57.9
P05496 Q06055 6rdv_B 6rdv_C 43.0 57.9
P05496 Q06055 6rdv_B 6rdv_D 43.0 57.9
P05496 Q06055 6rdv_B 6rdv_J 43.0 57.9
P05496 Q06055 6rdv_E 6rdv_C 43.0 57.9
P05496 Q06055 6rdv_E 6rdv_D 43.0 57.9
P05496 Q06055 6rdv_E 6rdv_G 43.0 57.9
P05496 Q06055 6rdv_E 6rdv_F 43.0 57.9
P05496 Q06055 6rdv_D 6rdv_C 43.0 57.9
P05496 Q06055 6rdv_D 6rdv_B 43.0 57.9
P05496 Q06055 6rdv_D 6rdv_E 43.0 57.9
P05496 Q06055 6rdv_D 6rdv_F 43.0 57.9
P05496 Q06055 6rdv_G 6rdv_E 43.0 57.9
P05496 Q06055 6rdv_G 6rdv_F 43.0 57.9
P05496 Q06055 6rdv_G 6rdv_I 43.0 57.9
P05496 Q06055 6rdv_G 6rdv_H 43.0 57.9
P05496 Q06055 6rdv_F 6rdv_E 43.0 57.9
P05496 Q06055 6rdv_F 6rdv_D 43.0 57.9
P05496 Q06055 6rdv_F 6rdv_G 43.0 57.9
P05496 Q06055 6rdv_F 6rdv_H 43.0 57.9
P05496 Q06055 6rdv_I 6rdv_A 43.0 57.9
P05496 Q06055 6rdv_I 6rdv_G 43.0 57.9
P05496 Q06055 6rdv_I 6rdv_H 43.0 57.9
P05496 Q06055 6rdv_I 6rdv_J 43.0 57.9
P05496 Q06055 6rdv_H 6rdv_G 43.0 57.9
P05496 Q06055 6rdv_H 6rdv_F 43.0 57.9
P05496 Q06055 6rdv_H 6rdv_I 43.0 57.9
P05496 Q06055 6rdv_H 6rdv_J 43.0 57.9
P05496 Q06055 6rdv_J 6rdv_A 43.0 57.9
P05496 Q06055 6rdv_J 6rdv_B 43.0 57.9
P05496 Q06055 6rdv_J 6rdv_I 43.0 57.9
P05496 Q06055 6rdv_J 6rdv_H 43.0 57.9
P05496 Q06055 6rdw_K 6rdw_M 43.0 57.9
P05496 Q06055 6rdw_K 6rdw_L 43.0 57.9
P05496 Q06055 6rdw_K 6rdw_S 43.0 57.9
P05496 Q06055 6rdw_K 6rdw_T 43.0 57.9
P05496 Q06055 6rdw_M 6rdw_K 43.0 57.9
P05496 Q06055 6rdw_M 6rdw_L 43.0 57.9
P05496 Q06055 6rdw_M 6rdw_O 43.0 57.9
P05496 Q06055 6rdw_M 6rdw_N 43.0 57.9
P05496 Q06055 6rdw_L 6rdw_K 43.0 57.9
P05496 Q06055 6rdw_L 6rdw_M 43.0 57.9
P05496 Q06055 6rdw_L 6rdw_N 43.0 57.9
P05496 Q06055 6rdw_L 6rdw_T 43.0 57.9
P05496 Q06055 6rdw_O 6rdw_M 43.0 57.9
P05496 Q06055 6rdw_O 6rdw_N 43.0 57.9
P05496 Q06055 6rdw_O 6rdw_Q 43.0 57.9
P05496 Q06055 6rdw_O 6rdw_P 43.0 57.9
P05496 Q06055 6rdw_N 6rdw_M 43.0 57.9
P05496 Q06055 6rdw_N 6rdw_L 43.0 57.9
P05496 Q06055 6rdw_N 6rdw_O 43.0 57.9
P05496 Q06055 6rdw_N 6rdw_P 43.0 57.9
P05496 Q06055 6rdw_Q 6rdw_O 43.0 57.9
P05496 Q06055 6rdw_Q 6rdw_P 43.0 57.9
P05496 Q06055 6rdw_Q 6rdw_S 43.0 57.9
P05496 Q06055 6rdw_Q 6rdw_R 43.0 57.9
P05496 Q06055 6rdw_P 6rdw_O 43.0 57.9
P05496 Q06055 6rdw_P 6rdw_N 43.0 57.9
P05496 Q06055 6rdw_P 6rdw_Q 43.0 57.9
P05496 Q06055 6rdw_P 6rdw_R 43.0 57.9
P05496 Q06055 6rdw_S 6rdw_K 43.0 57.9
P05496 Q06055 6rdw_S 6rdw_Q 43.0 57.9
P05496 Q06055 6rdw_S 6rdw_R 43.0 57.9
P05496 Q06055 6rdw_S 6rdw_T 43.0 57.9
P05496 Q06055 6rdw_R 6rdw_Q 43.0 57.9
P05496 Q06055 6rdw_R 6rdw_P 43.0 57.9
P05496 Q06055 6rdw_R 6rdw_S 43.0 57.9
P05496 Q06055 6rdw_R 6rdw_T 43.0 57.9
P05496 Q06055 6rdw_T 6rdw_K 43.0 57.9
P05496 Q06055 6rdw_T 6rdw_L 43.0 57.9
P05496 Q06055 6rdw_T 6rdw_S 43.0 57.9
P05496 Q06055 6rdw_T 6rdw_R 43.0 57.9
P05496 Q06055 6rdx_K 6rdx_M 43.0 57.9
P05496 Q06055 6rdx_K 6rdx_L 43.0 57.9
P05496 Q06055 6rdx_K 6rdx_S 43.0 57.9
P05496 Q06055 6rdx_K 6rdx_T 43.0 57.9
P05496 Q06055 6rdx_M 6rdx_K 43.0 57.9
P05496 Q06055 6rdx_M 6rdx_L 43.0 57.9
P05496 Q06055 6rdx_M 6rdx_O 43.0 57.9
P05496 Q06055 6rdx_M 6rdx_N 43.0 57.9
P05496 Q06055 6rdx_L 6rdx_K 43.0 57.9
P05496 Q06055 6rdx_L 6rdx_M 43.0 57.9
P05496 Q06055 6rdx_L 6rdx_N 43.0 57.9
P05496 Q06055 6rdx_L 6rdx_T 43.0 57.9
P05496 Q06055 6rdx_O 6rdx_M 43.0 57.9
P05496 Q06055 6rdx_O 6rdx_N 43.0 57.9
P05496 Q06055 6rdx_O 6rdx_Q 43.0 57.9
P05496 Q06055 6rdx_O 6rdx_P 43.0 57.9
P05496 Q06055 6rdx_N 6rdx_M 43.0 57.9
P05496 Q06055 6rdx_N 6rdx_L 43.0 57.9
P05496 Q06055 6rdx_N 6rdx_O 43.0 57.9
P05496 Q06055 6rdx_N 6rdx_P 43.0 57.9
P05496 Q06055 6rdx_Q 6rdx_O 43.0 57.9
P05496 Q06055 6rdx_Q 6rdx_P 43.0 57.9
P05496 Q06055 6rdx_Q 6rdx_S 43.0 57.9
P05496 Q06055 6rdx_Q 6rdx_R 43.0 57.9
P05496 Q06055 6rdx_P 6rdx_O 43.0 57.9
P05496 Q06055 6rdx_P 6rdx_N 43.0 57.9
P05496 Q06055 6rdx_P 6rdx_Q 43.0 57.9
P05496 Q06055 6rdx_P 6rdx_R 43.0 57.9
P05496 Q06055 6rdx_S 6rdx_K 43.0 57.9
P05496 Q06055 6rdx_S 6rdx_Q 43.0 57.9
P05496 Q06055 6rdx_S 6rdx_R 43.0 57.9
P05496 Q06055 6rdx_S 6rdx_T 43.0 57.9
P05496 Q06055 6rdx_R 6rdx_Q 43.0 57.9
P05496 Q06055 6rdx_R 6rdx_P 43.0 57.9
P05496 Q06055 6rdx_R 6rdx_S 43.0 57.9
P05496 Q06055 6rdx_R 6rdx_T 43.0 57.9
P05496 Q06055 6rdx_T 6rdx_K 43.0 57.9
P05496 Q06055 6rdx_T 6rdx_L 43.0 57.9
P05496 Q06055 6rdx_T 6rdx_S 43.0 57.9
P05496 Q06055 6rdx_T 6rdx_R 43.0 57.9
P05496 Q06055 6rdy_A 6rdy_C 43.0 57.9
P05496 Q06055 6rdy_A 6rdy_B 43.0 57.9
P05496 Q06055 6rdy_A 6rdy_I 43.0 57.9
P05496 Q06055 6rdy_A 6rdy_J 43.0 57.9
P05496 Q06055 6rdy_C 6rdy_A 43.0 57.9
P05496 Q06055 6rdy_C 6rdy_B 43.0 57.9
P05496 Q06055 6rdy_C 6rdy_E 43.0 57.9
P05496 Q06055 6rdy_C 6rdy_D 43.0 57.9
P05496 Q06055 6rdy_B 6rdy_A 43.0 57.9
P05496 Q06055 6rdy_B 6rdy_C 43.0 57.9
P05496 Q06055 6rdy_B 6rdy_D 43.0 57.9
P05496 Q06055 6rdy_B 6rdy_J 43.0 57.9
P05496 Q06055 6rdy_E 6rdy_C 43.0 57.9
P05496 Q06055 6rdy_E 6rdy_D 43.0 57.9
P05496 Q06055 6rdy_E 6rdy_G 43.0 57.9
P05496 Q06055 6rdy_E 6rdy_F 43.0 57.9
P05496 Q06055 6rdy_D 6rdy_C 43.0 57.9
P05496 Q06055 6rdy_D 6rdy_B 43.0 57.9
P05496 Q06055 6rdy_D 6rdy_E 43.0 57.9
P05496 Q06055 6rdy_D 6rdy_F 43.0 57.9
P05496 Q06055 6rdy_G 6rdy_E 43.0 57.9
P05496 Q06055 6rdy_G 6rdy_F 43.0 57.9
P05496 Q06055 6rdy_G 6rdy_I 43.0 57.9
P05496 Q06055 6rdy_G 6rdy_H 43.0 57.9
P05496 Q06055 6rdy_F 6rdy_E 43.0 57.9
P05496 Q06055 6rdy_F 6rdy_D 43.0 57.9
P05496 Q06055 6rdy_F 6rdy_G 43.0 57.9
P05496 Q06055 6rdy_F 6rdy_H 43.0 57.9
P05496 Q06055 6rdy_I 6rdy_A 43.0 57.9
P05496 Q06055 6rdy_I 6rdy_G 43.0 57.9
P05496 Q06055 6rdy_I 6rdy_H 43.0 57.9
P05496 Q06055 6rdy_I 6rdy_J 43.0 57.9
P05496 Q06055 6rdy_H 6rdy_G 43.0 57.9
P05496 Q06055 6rdy_H 6rdy_F 43.0 57.9
P05496 Q06055 6rdy_H 6rdy_I 43.0 57.9
P05496 Q06055 6rdy_H 6rdy_J 43.0 57.9
P05496 Q06055 6rdy_J 6rdy_A 43.0 57.9
P05496 Q06055 6rdy_J 6rdy_B 43.0 57.9
P05496 Q06055 6rdy_J 6rdy_I 43.0 57.9
P05496 Q06055 6rdy_J 6rdy_H 43.0 57.9
P05496 Q06055 6rdz_K 6rdz_M 43.0 57.9
P05496 Q06055 6rdz_K 6rdz_L 43.0 57.9
P05496 Q06055 6rdz_K 6rdz_S 43.0 57.9
P05496 Q06055 6rdz_K 6rdz_T 43.0 57.9
P05496 Q06055 6rdz_M 6rdz_K 43.0 57.9
P05496 Q06055 6rdz_M 6rdz_L 43.0 57.9
P05496 Q06055 6rdz_M 6rdz_O 43.0 57.9
P05496 Q06055 6rdz_M 6rdz_N 43.0 57.9
P05496 Q06055 6rdz_L 6rdz_K 43.0 57.9
P05496 Q06055 6rdz_L 6rdz_M 43.0 57.9
P05496 Q06055 6rdz_L 6rdz_N 43.0 57.9
P05496 Q06055 6rdz_L 6rdz_T 43.0 57.9
P05496 Q06055 6rdz_O 6rdz_M 43.0 57.9
P05496 Q06055 6rdz_O 6rdz_N 43.0 57.9
P05496 Q06055 6rdz_O 6rdz_Q 43.0 57.9
P05496 Q06055 6rdz_O 6rdz_P 43.0 57.9
P05496 Q06055 6rdz_N 6rdz_M 43.0 57.9
P05496 Q06055 6rdz_N 6rdz_L 43.0 57.9
P05496 Q06055 6rdz_N 6rdz_O 43.0 57.9
P05496 Q06055 6rdz_N 6rdz_P 43.0 57.9
P05496 Q06055 6rdz_Q 6rdz_O 43.0 57.9
P05496 Q06055 6rdz_Q 6rdz_P 43.0 57.9
P05496 Q06055 6rdz_Q 6rdz_S 43.0 57.9
P05496 Q06055 6rdz_Q 6rdz_R 43.0 57.9
P05496 Q06055 6rdz_P 6rdz_O 43.0 57.9
P05496 Q06055 6rdz_P 6rdz_N 43.0 57.9
P05496 Q06055 6rdz_P 6rdz_Q 43.0 57.9
P05496 Q06055 6rdz_P 6rdz_R 43.0 57.9
P05496 Q06055 6rdz_S 6rdz_K 43.0 57.9
P05496 Q06055 6rdz_S 6rdz_Q 43.0 57.9
P05496 Q06055 6rdz_S 6rdz_R 43.0 57.9
P05496 Q06055 6rdz_S 6rdz_T 43.0 57.9
P05496 Q06055 6rdz_R 6rdz_Q 43.0 57.9
P05496 Q06055 6rdz_R 6rdz_P 43.0 57.9
P05496 Q06055 6rdz_R 6rdz_S 43.0 57.9
P05496 Q06055 6rdz_R 6rdz_T 43.0 57.9
P05496 Q06055 6rdz_T 6rdz_K 43.0 57.9
P05496 Q06055 6rdz_T 6rdz_L 43.0 57.9
P05496 Q06055 6rdz_T 6rdz_S 43.0 57.9
P05496 Q06055 6rdz_T 6rdz_R 43.0 57.9
P05496 Q06055 6re0_K 6re0_M 43.0 57.9
P05496 Q06055 6re0_K 6re0_L 43.0 57.9
P05496 Q06055 6re0_K 6re0_S 43.0 57.9
P05496 Q06055 6re0_K 6re0_T 43.0 57.9
P05496 Q06055 6re0_M 6re0_K 43.0 57.9
P05496 Q06055 6re0_M 6re0_L 43.0 57.9
P05496 Q06055 6re0_M 6re0_O 43.0 57.9
P05496 Q06055 6re0_M 6re0_N 43.0 57.9
P05496 Q06055 6re0_L 6re0_K 43.0 57.9
P05496 Q06055 6re0_L 6re0_M 43.0 57.9
P05496 Q06055 6re0_L 6re0_N 43.0 57.9
P05496 Q06055 6re0_L 6re0_T 43.0 57.9
P05496 Q06055 6re0_O 6re0_M 43.0 57.9
P05496 Q06055 6re0_O 6re0_N 43.0 57.9
P05496 Q06055 6re0_O 6re0_Q 43.0 57.9
P05496 Q06055 6re0_O 6re0_P 43.0 57.9
P05496 Q06055 6re0_N 6re0_M 43.0 57.9
P05496 Q06055 6re0_N 6re0_L 43.0 57.9
P05496 Q06055 6re0_N 6re0_O 43.0 57.9
P05496 Q06055 6re0_N 6re0_P 43.0 57.9
P05496 Q06055 6re0_Q 6re0_O 43.0 57.9
P05496 Q06055 6re0_Q 6re0_P 43.0 57.9
P05496 Q06055 6re0_Q 6re0_S 43.0 57.9
P05496 Q06055 6re0_Q 6re0_R 43.0 57.9
P05496 Q06055 6re0_P 6re0_O 43.0 57.9
P05496 Q06055 6re0_P 6re0_N 43.0 57.9
P05496 Q06055 6re0_P 6re0_Q 43.0 57.9
P05496 Q06055 6re0_P 6re0_R 43.0 57.9
P05496 Q06055 6re0_S 6re0_K 43.0 57.9
P05496 Q06055 6re0_S 6re0_Q 43.0 57.9
P05496 Q06055 6re0_S 6re0_R 43.0 57.9
P05496 Q06055 6re0_S 6re0_T 43.0 57.9
P05496 Q06055 6re0_R 6re0_Q 43.0 57.9
P05496 Q06055 6re0_R 6re0_P 43.0 57.9
P05496 Q06055 6re0_R 6re0_S 43.0 57.9
P05496 Q06055 6re0_R 6re0_T 43.0 57.9
P05496 Q06055 6re0_T 6re0_K 43.0 57.9
P05496 Q06055 6re0_T 6re0_L 43.0 57.9
P05496 Q06055 6re0_T 6re0_S 43.0 57.9
P05496 Q06055 6re0_T 6re0_R 43.0 57.9
P05496 Q06055 6re1_A 6re1_C 43.0 57.9
P05496 Q06055 6re1_A 6re1_B 43.0 57.9
P05496 Q06055 6re1_A 6re1_I 43.0 57.9
P05496 Q06055 6re1_A 6re1_J 43.0 57.9
P05496 Q06055 6re1_C 6re1_A 43.0 57.9
P05496 Q06055 6re1_C 6re1_B 43.0 57.9
P05496 Q06055 6re1_C 6re1_E 43.0 57.9
P05496 Q06055 6re1_C 6re1_D 43.0 57.9
P05496 Q06055 6re1_B 6re1_A 43.0 57.9
P05496 Q06055 6re1_B 6re1_C 43.0 57.9
P05496 Q06055 6re1_B 6re1_D 43.0 57.9
P05496 Q06055 6re1_B 6re1_J 43.0 57.9
P05496 Q06055 6re1_E 6re1_C 43.0 57.9
P05496 Q06055 6re1_E 6re1_D 43.0 57.9
P05496 Q06055 6re1_E 6re1_G 43.0 57.9
P05496 Q06055 6re1_E 6re1_F 43.0 57.9
P05496 Q06055 6re1_D 6re1_C 43.0 57.9
P05496 Q06055 6re1_D 6re1_B 43.0 57.9
P05496 Q06055 6re1_D 6re1_E 43.0 57.9
P05496 Q06055 6re1_D 6re1_F 43.0 57.9
P05496 Q06055 6re1_G 6re1_E 43.0 57.9
P05496 Q06055 6re1_G 6re1_F 43.0 57.9
P05496 Q06055 6re1_G 6re1_I 43.0 57.9
P05496 Q06055 6re1_G 6re1_H 43.0 57.9
P05496 Q06055 6re1_F 6re1_E 43.0 57.9
P05496 Q06055 6re1_F 6re1_D 43.0 57.9
P05496 Q06055 6re1_F 6re1_G 43.0 57.9
P05496 Q06055 6re1_F 6re1_H 43.0 57.9
P05496 Q06055 6re1_I 6re1_A 43.0 57.9
P05496 Q06055 6re1_I 6re1_G 43.0 57.9
P05496 Q06055 6re1_I 6re1_H 43.0 57.9
P05496 Q06055 6re1_I 6re1_J 43.0 57.9
P05496 Q06055 6re1_H 6re1_G 43.0 57.9
P05496 Q06055 6re1_H 6re1_F 43.0 57.9
P05496 Q06055 6re1_H 6re1_I 43.0 57.9
P05496 Q06055 6re1_H 6re1_J 43.0 57.9
P05496 Q06055 6re1_J 6re1_A 43.0 57.9
P05496 Q06055 6re1_J 6re1_B 43.0 57.9
P05496 Q06055 6re1_J 6re1_I 43.0 57.9
P05496 Q06055 6re1_J 6re1_H 43.0 57.9
P05496 Q06055 6re2_K 6re2_M 43.0 57.9
P05496 Q06055 6re2_K 6re2_L 43.0 57.9
P05496 Q06055 6re2_K 6re2_S 43.0 57.9
P05496 Q06055 6re2_K 6re2_T 43.0 57.9
P05496 Q06055 6re2_M 6re2_K 43.0 57.9
P05496 Q06055 6re2_M 6re2_L 43.0 57.9
P05496 Q06055 6re2_M 6re2_O 43.0 57.9
P05496 Q06055 6re2_M 6re2_N 43.0 57.9
P05496 Q06055 6re2_L 6re2_K 43.0 57.9
P05496 Q06055 6re2_L 6re2_M 43.0 57.9
P05496 Q06055 6re2_L 6re2_N 43.0 57.9
P05496 Q06055 6re2_L 6re2_T 43.0 57.9
P05496 Q06055 6re2_O 6re2_M 43.0 57.9
P05496 Q06055 6re2_O 6re2_N 43.0 57.9
P05496 Q06055 6re2_O 6re2_Q 43.0 57.9
P05496 Q06055 6re2_O 6re2_P 43.0 57.9
P05496 Q06055 6re2_N 6re2_M 43.0 57.9
P05496 Q06055 6re2_N 6re2_L 43.0 57.9
P05496 Q06055 6re2_N 6re2_O 43.0 57.9
P05496 Q06055 6re2_N 6re2_P 43.0 57.9
P05496 Q06055 6re2_Q 6re2_O 43.0 57.9
P05496 Q06055 6re2_Q 6re2_P 43.0 57.9
P05496 Q06055 6re2_Q 6re2_S 43.0 57.9
P05496 Q06055 6re2_Q 6re2_R 43.0 57.9
P05496 Q06055 6re2_P 6re2_O 43.0 57.9
P05496 Q06055 6re2_P 6re2_N 43.0 57.9
P05496 Q06055 6re2_P 6re2_Q 43.0 57.9
P05496 Q06055 6re2_P 6re2_R 43.0 57.9
P05496 Q06055 6re2_S 6re2_K 43.0 57.9
P05496 Q06055 6re2_S 6re2_Q 43.0 57.9
P05496 Q06055 6re2_S 6re2_R 43.0 57.9
P05496 Q06055 6re2_S 6re2_T 43.0 57.9
P05496 Q06055 6re2_R 6re2_Q 43.0 57.9
P05496 Q06055 6re2_R 6re2_P 43.0 57.9
P05496 Q06055 6re2_R 6re2_S 43.0 57.9
P05496 Q06055 6re2_R 6re2_T 43.0 57.9
P05496 Q06055 6re2_T 6re2_K 43.0 57.9
P05496 Q06055 6re2_T 6re2_L 43.0 57.9
P05496 Q06055 6re2_T 6re2_S 43.0 57.9
P05496 Q06055 6re2_T 6re2_R 43.0 57.9
P05496 Q06055 6re3_K 6re3_M 43.0 57.9
P05496 Q06055 6re3_K 6re3_L 43.0 57.9
P05496 Q06055 6re3_K 6re3_S 43.0 57.9
P05496 Q06055 6re3_K 6re3_T 43.0 57.9
P05496 Q06055 6re3_M 6re3_K 43.0 57.9
P05496 Q06055 6re3_M 6re3_L 43.0 57.9
P05496 Q06055 6re3_M 6re3_O 43.0 57.9
P05496 Q06055 6re3_M 6re3_N 43.0 57.9
P05496 Q06055 6re3_L 6re3_K 43.0 57.9
P05496 Q06055 6re3_L 6re3_M 43.0 57.9
P05496 Q06055 6re3_L 6re3_N 43.0 57.9
P05496 Q06055 6re3_L 6re3_T 43.0 57.9
P05496 Q06055 6re3_O 6re3_M 43.0 57.9
P05496 Q06055 6re3_O 6re3_N 43.0 57.9
P05496 Q06055 6re3_O 6re3_Q 43.0 57.9
P05496 Q06055 6re3_O 6re3_P 43.0 57.9
P05496 Q06055 6re3_N 6re3_M 43.0 57.9
P05496 Q06055 6re3_N 6re3_L 43.0 57.9
P05496 Q06055 6re3_N 6re3_O 43.0 57.9
P05496 Q06055 6re3_N 6re3_P 43.0 57.9
P05496 Q06055 6re3_Q 6re3_O 43.0 57.9
P05496 Q06055 6re3_Q 6re3_P 43.0 57.9
P05496 Q06055 6re3_Q 6re3_S 43.0 57.9
P05496 Q06055 6re3_Q 6re3_R 43.0 57.9
P05496 Q06055 6re3_P 6re3_O 43.0 57.9
P05496 Q06055 6re3_P 6re3_N 43.0 57.9
P05496 Q06055 6re3_P 6re3_Q 43.0 57.9
P05496 Q06055 6re3_P 6re3_R 43.0 57.9
P05496 Q06055 6re3_S 6re3_K 43.0 57.9
P05496 Q06055 6re3_S 6re3_Q 43.0 57.9
P05496 Q06055 6re3_S 6re3_R 43.0 57.9
P05496 Q06055 6re3_S 6re3_T 43.0 57.9
P05496 Q06055 6re3_R 6re3_Q 43.0 57.9
P05496 Q06055 6re3_R 6re3_P 43.0 57.9
P05496 Q06055 6re3_R 6re3_S 43.0 57.9
P05496 Q06055 6re3_R 6re3_T 43.0 57.9
P05496 Q06055 6re3_T 6re3_K 43.0 57.9
P05496 Q06055 6re3_T 6re3_L 43.0 57.9
P05496 Q06055 6re3_T 6re3_S 43.0 57.9
P05496 Q06055 6re3_T 6re3_R 43.0 57.9
P05496 Q06055 6re4_A 6re4_C 43.0 57.9
P05496 Q06055 6re4_A 6re4_B 43.0 57.9
P05496 Q06055 6re4_A 6re4_I 43.0 57.9
P05496 Q06055 6re4_A 6re4_J 43.0 57.9
P05496 Q06055 6re4_C 6re4_A 43.0 57.9
P05496 Q06055 6re4_C 6re4_B 43.0 57.9
P05496 Q06055 6re4_C 6re4_E 43.0 57.9
P05496 Q06055 6re4_C 6re4_D 43.0 57.9
P05496 Q06055 6re4_B 6re4_A 43.0 57.9
P05496 Q06055 6re4_B 6re4_C 43.0 57.9
P05496 Q06055 6re4_B 6re4_D 43.0 57.9
P05496 Q06055 6re4_B 6re4_J 43.0 57.9
P05496 Q06055 6re4_E 6re4_C 43.0 57.9
P05496 Q06055 6re4_E 6re4_D 43.0 57.9
P05496 Q06055 6re4_E 6re4_G 43.0 57.9
P05496 Q06055 6re4_E 6re4_F 43.0 57.9
P05496 Q06055 6re4_D 6re4_C 43.0 57.9
P05496 Q06055 6re4_D 6re4_B 43.0 57.9
P05496 Q06055 6re4_D 6re4_E 43.0 57.9
P05496 Q06055 6re4_D 6re4_F 43.0 57.9
P05496 Q06055 6re4_G 6re4_E 43.0 57.9
P05496 Q06055 6re4_G 6re4_F 43.0 57.9
P05496 Q06055 6re4_G 6re4_I 43.0 57.9
P05496 Q06055 6re4_G 6re4_H 43.0 57.9
P05496 Q06055 6re4_F 6re4_E 43.0 57.9
P05496 Q06055 6re4_F 6re4_D 43.0 57.9
P05496 Q06055 6re4_F 6re4_G 43.0 57.9
P05496 Q06055 6re4_F 6re4_H 43.0 57.9
P05496 Q06055 6re4_I 6re4_A 43.0 57.9
P05496 Q06055 6re4_I 6re4_G 43.0 57.9
P05496 Q06055 6re4_I 6re4_H 43.0 57.9
P05496 Q06055 6re4_I 6re4_J 43.0 57.9
P05496 Q06055 6re4_H 6re4_G 43.0 57.9
P05496 Q06055 6re4_H 6re4_F 43.0 57.9
P05496 Q06055 6re4_H 6re4_I 43.0 57.9
P05496 Q06055 6re4_H 6re4_J 43.0 57.9
P05496 Q06055 6re4_J 6re4_A 43.0 57.9
P05496 Q06055 6re4_J 6re4_B 43.0 57.9
P05496 Q06055 6re4_J 6re4_I 43.0 57.9
P05496 Q06055 6re4_J 6re4_H 43.0 57.9
P05496 Q06055 6re5_K 6re5_M 43.0 57.9
P05496 Q06055 6re5_K 6re5_L 43.0 57.9
P05496 Q06055 6re5_K 6re5_S 43.0 57.9
P05496 Q06055 6re5_K 6re5_T 43.0 57.9
P05496 Q06055 6re5_M 6re5_K 43.0 57.9
P05496 Q06055 6re5_M 6re5_L 43.0 57.9
P05496 Q06055 6re5_M 6re5_O 43.0 57.9
P05496 Q06055 6re5_M 6re5_N 43.0 57.9
P05496 Q06055 6re5_L 6re5_K 43.0 57.9
P05496 Q06055 6re5_L 6re5_M 43.0 57.9
P05496 Q06055 6re5_L 6re5_N 43.0 57.9
P05496 Q06055 6re5_L 6re5_T 43.0 57.9
P05496 Q06055 6re5_O 6re5_M 43.0 57.9
P05496 Q06055 6re5_O 6re5_N 43.0 57.9
P05496 Q06055 6re5_O 6re5_Q 43.0 57.9
P05496 Q06055 6re5_O 6re5_P 43.0 57.9
P05496 Q06055 6re5_N 6re5_M 43.0 57.9
P05496 Q06055 6re5_N 6re5_L 43.0 57.9
P05496 Q06055 6re5_N 6re5_O 43.0 57.9
P05496 Q06055 6re5_N 6re5_P 43.0 57.9
P05496 Q06055 6re5_Q 6re5_O 43.0 57.9
P05496 Q06055 6re5_Q 6re5_P 43.0 57.9
